"WL001.00","WL002.00","WL003.00","WL004.00","WL005.00","WL006.00","WL007.00","WL009.00","WL010.00","WL011.00","WL018.00","WL019.00","WL020.00","WL020.50","WL021.00","WL022.00","WL022.50","WL023.00","WL024.00","WL025.00","WL026.00","WL027.00","WL028.00","WL029.00","WL030.00","WL031.00","WL032.00","WL033.00","WL034.50","WL035.00","WL036.00","WL036.10","WL036.50","WL036.70","WL036.90","WL037.00","WL037.50","WL038.00","WL040.00","WL041.00","WL042.00","WL042.10","WL043.00","WL044.00","WL044.40","WL044.50","WL045.00","WL045.50","WL046.00","WL046.50","WL047.00","WL047.50","WL048.00","WL048.50","WL049.00","WL051.00","WL052.00","WL053.00","WL054.00","WL057.00","WL058.00","WL060.00","WL061.00","WL062.00","WL063.00","WL072.00","WL073.00","WL074.00","WL078.00","WL079.00","WL080.00","WL081.00","WL082.00","WL087.00","WL088.00","WL089.00","WL093.00","WL096.00","WL097.00","WL098.00","WL099.00","WL101.80","WL102.00","WQ001.00","WQ002.00","WQ003.00","WQ004.00","WQ005.00","WQ006.00","WQ007.00","WQ008.00","WQ012.00","WQ012.50","WQ013.00","WQ014.00","WQ015.00","WQ015.50","WQ017.00","WQ018.00","WQ019.00","WQ020.00","WQ021.00","WQ022.00","WQ023.00","WQ024.00","WQ031.50","WQ032.00","WQ034.00","WQ035.00","WQ036.00","WQ037.00","WQ038.00","WQ039.00","WQ040.00","WQ041.00","WQ042.00","WQ043.00","WQ044.00","WQ045.00","WQ046.00","WQ046.50","WQ047.00","WQ048.00","WQ049.00","WQ051.00","WQ052.00","WQ053.00","WQ054.00","WQ055.00","WQ057.00","WQ058.00","WL012.00","WL014.00","WL015.00","WL043.10","WL050.00","WL051.50","WL059.00","WL064.00","WL065.00","WL066.00","WL067.00","WL068.00","WL069.00","WL070.00","WL071.00","WL075.00","WL076.00","WL077.00","WL083.00","WL085.00","WL087.20","WL090.00","WL095.50","WL101.00","WL102.50","WL103.00","WL103.50","WL005.50","WL008.00","WL010.50","WL013.00","WL036.80","WL037.20","WL086.00","WL095.00","WQ010.00","WQ011.00","WQ026.00","WQ026.50","WQ027.00","WQ028.00","WQ029.00","WQ031.00","WQ033.00","WQ050.00","WQ059.00","WQ060.00","WQ061.00","WQ062.00","WQ063.00","WQ064.00","WQ065.00","WQ066.00","WQ067.00","WL016.00","WL017.00","WL039.00","WL042.20","WL084.00","WL091.00","WL092.00","WL104.00","WQ016.00","WQ023.10","WQ023.30","WQ030.00","WQ056.00","WL055.00","WL056.00","WQ023.50","WQ009.00","WQ025.00","WL047.30"
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,0.438849152886316,0.422635145387238,NA,0.443362504040704,0.83155754879873,0.441681241661687,0.646789823828554,0.706611704146797,0.621080583784822,0.443364746911876,0.214465611698597,0.507434849085411,0.558005522455854,0.511224824264395,0.486772792759052,0.544901667274576,0.432848661696777,0.492919862178544,0.479247883551393,0.5825972460622,0.570969807326682,0.282563233571604,0.52929671279486,0.406234319533101,0.515464116314005,0.388348354197303,0.53598516042278,0.496802125600207,0.61562704420391,0.613171036305312,0.522333510499345,NA,0.823000605399014,0.626214267175459,NA,0.451612784628585,NA,NA,0.566648012250531,0.557643294867305,0.53030120239862,0.432051032335041,0.540476989298131,0.404511385689687,0.521169915747905,0.602046478606499,NA,NA,0.595461163002272,NA,0.629361400636809,0.343631339463784,0.547656877566699,0.384178965307917,0.379129616759326,NA,0.332209032730425,NA,NA,0.503524450659251,NA,NA,NA,NA,NA,NA,NA,NA,0.41174885825773,NA,NA,NA,0.592472462199246,NA,NA,NA,0.108199905609713,0.585013051154199,NA,NA,NA,NA,NA,NA,NA,0.628355919493853,0.539689721597949,0.434436292080616,0.314034454794571,NA,0.5673871869013,NA,0.578225171697124,0.518949012140253,NA,0.459792111680039,0.554749504097255,0.501126899622128,0.468280069622282,0.677100337652633,0.559320087707803,0.414838796376613,0.472598429602195,0.475312400096004,0.507935566520273,0.536666209879468,0.594058326201728,0.37097240296941,0.453766405812178,0.604450489591013,0.492833723749908,0.542599491148177,0.748788482280861,0.702848282431822,NA,0.443808418337099,0.800504451219426,0.516761721789752,NA,NA,NA,NA,NA,NA,0.492416864908679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0.438849152886316,1,0.773151782601818,NA,0.428482863364193,0.454889783079641,0.259471016743247,0.461721451792469,0.688846409669151,0.265370224834353,0.127899740762496,0.131448219719588,0.409525037980837,0.255875657226759,0.411550487208193,0.328469315681468,0.431184177769868,0.375631221906717,0.487320477731699,0.351986232918888,0.380089172866382,0.350435350558435,0.23515423610958,0.55621500033875,0.211909246091799,0.447100918567673,0.420431891363579,0.871963725716433,0.384534353514375,0.557230586992765,0.439081320441546,0.65393121851381,NA,0.437786860694259,0.635106755022636,NA,0.203036363496391,NA,NA,0.582404055518613,0.435752459072206,0.647572258765981,0.93556884741943,0.310175802706872,0.805596013886136,0.288249142320446,0.83859228534303,NA,NA,0.453160855321895,NA,0.625961486919465,0.411907852417001,0.378310567125951,0.337616145655867,0.31717650425674,NA,0.185913590046791,NA,NA,0.43255641797357,NA,NA,NA,NA,NA,NA,NA,NA,0.439715749162822,NA,NA,NA,0.417099967363828,NA,NA,NA,0.0842312294891586,0.887316754401138,NA,NA,NA,NA,NA,NA,NA,0.387555310967297,0.482176206697778,0.912877141640151,0.233300840472171,NA,0.234260698832812,NA,0.494763408043182,0.273055105295959,NA,0.279660029074546,0.256545509978288,0.4537152149109,0.348237507057812,0.271467207751635,0.562450675669774,0.295289862649163,0.380384156097591,0.360021587407811,0.354461485717402,0.174889169405381,0.580915292597608,0.164563791288134,0.1960352583855,0.340121081727,0.983919257211282,0.271514937485458,0.36038688530764,0.363448780481301,NA,0.225370582175618,0.171834393510025,0.359537791425878,NA,NA,NA,NA,NA,NA,0.170519820361649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0.422635145387238,0.773151782601818,1,NA,0.80631122536378,0.730969301515783,0.698134829443002,0.515915012334207,0.598100650293746,0.362039818499254,0.318611483423787,0.259542813844635,0.394547231211516,0.668365687528652,0.519577790225366,0.352663475020545,0.754993864943812,0.758801402291872,0.488670102251245,0.608012673153091,0.738407393370584,0.63430201973702,0.77621235954104,0.630407378976891,0.502725780138811,0.831669762845805,0.403771339249768,0.757807801305114,0.407572114448154,0.671322067207347,0.664566525857081,0.557596222185645,NA,0.494957885154275,0.633844256353985,NA,0.220450729397328,NA,NA,0.522272193714405,0.51667470789416,0.578140615089823,0.737243969857568,0.510665898578464,0.713356669240226,0.437063812551248,0.758466471470387,NA,NA,0.696656413579088,NA,0.566435046929507,0.707434511104644,0.428490015371066,0.386687056292019,0.308507350094273,NA,0.213315023813742,NA,NA,0.416259277816758,NA,NA,NA,NA,NA,NA,NA,NA,0.71469719604416,NA,NA,NA,0.534694597621488,NA,NA,NA,0.671272102424955,0.860946147795484,NA,NA,NA,NA,NA,NA,NA,0.477275424207995,0.547247930520632,0.748906325491552,0.259590262805872,NA,0.285971002048525,NA,0.522754130744975,0.410163956156772,NA,0.449318717182509,0.394437123423604,0.539238313879378,0.493705996463435,0.307893332244823,0.772333345411127,0.302696643416876,0.344388690699247,0.516813968820602,0.59818556853533,0.449888658019114,0.539667320146892,0.34943273725247,0.351743937950054,0.596043476300748,0.827436220582438,0.432438885414111,0.670926235004045,0.47189784783907,NA,0.363998885198182,0.133491100208693,0.599578055729501,NA,NA,NA,NA,NA,NA,0.274796711264833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0.443362504040704,0.428482863364193,0.80631122536378,NA,1,0.763378124734363,0.935900969757704,0.421853434747674,0.435053705779417,0.522589696552978,0.491251999892908,0.291450590894052,0.156050865215241,0.781217830047595,0.302960999221877,0.304348337177267,0.641089639155527,0.636693807467524,0.177949214188641,0.503256371020799,0.664605853481642,0.58971444915886,0.81120680034288,0.424555615933293,0.526327357691658,0.848586464434047,0.27324749842728,0.547313201361823,0.250695516770269,0.485077059057831,0.666966263507585,0.539070097293937,NA,0.392103353530181,0.642059884780494,NA,0.529057263334856,NA,NA,0.584111174284526,0.224259270051367,0.544138557201431,0.494334377277192,0.461616051313395,0.600798722002535,0.304088996631876,0.674439104149833,NA,NA,0.552374319959445,NA,0.534341562967845,0.881154022652138,0.504612892518727,0.529409033736512,0.5290432367763,NA,0.492583681699572,NA,NA,0.314086353151307,NA,NA,NA,NA,NA,NA,NA,NA,0.880745456318875,NA,NA,NA,0.776199556602544,NA,NA,NA,0.820006099167475,0.578509920203888,NA,NA,NA,NA,NA,NA,NA,0.399279653289046,0.316255222592918,0.472104400841494,0.467968826148492,NA,0.552121057073644,NA,0.258410551268729,0.330381018461843,NA,0.276099028500215,0.271267702936849,0.302626800428907,0.393239471402743,0.374535298537962,0.660352895176097,0.48794616195533,0.576060000310772,0.660068792995884,0.612302558642824,0.812216534804569,0.318912641734048,0.700277853688144,0.659769049304363,0.785119481891089,0.512521571032462,0.315757441100716,0.70198651890863,0.372882943655448,NA,0.228308525232873,0.240336106998019,0.397173016585744,NA,NA,NA,NA,NA,NA,0.360406128039814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0.83155754879873,0.454889783079641,0.730969301515783,NA,0.763378124734363,1,0.708508525206227,0.551758878233086,0.596038976700415,0.488179676432743,0.471483521640702,0.293295750369355,0.369153455508795,0.760927466473058,0.557369768176445,0.363619074232515,0.749100394105161,0.702963183747343,0.43605116834669,0.661725636772639,0.76430604219567,0.703642295965303,0.736974806574006,0.602408053097229,0.596510031701492,0.814004977696529,0.452521024046505,0.553873536478508,0.421596221655766,0.647531878996403,0.761260377277774,0.404566316159612,NA,0.746280436307802,0.587191830791853,NA,0.305921048578486,NA,NA,0.484057378085307,0.548670838849874,0.430852223003821,0.427623719487067,0.60043851991668,0.437689221180651,0.549627542883136,0.619003908330177,NA,NA,0.687215378505971,NA,0.48519935230517,0.601030496968359,0.423540195442025,0.376867747905845,0.297020953467738,NA,0.271264002009079,NA,NA,0.372940630164157,NA,NA,NA,NA,NA,NA,NA,NA,0.650915465928402,NA,NA,NA,0.578323762883321,NA,NA,NA,0.609040805455244,0.628031216775961,NA,NA,NA,NA,NA,NA,NA,0.538521983326502,0.507798855237234,0.501706505729148,0.284903352947461,NA,0.434028569036348,NA,0.503215614603263,0.538225588879779,NA,0.538613199020142,0.582387771036752,0.516501882240298,0.566129696229122,0.635387392337872,0.737700631889063,0.336430088799813,0.335388938323296,0.501001623877803,0.602642950936789,0.590989484501411,0.506453864236246,0.42055985191627,0.423098992521221,0.679774333608438,0.558596193059844,0.614833451432332,0.938501541716936,0.702328149322456,NA,0.484188026245093,0.674656595366771,0.6492225950108,NA,NA,NA,NA,NA,NA,0.39543704693112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
